TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,Quantity,PaymentMethod
54,2025-05-04,1145,2079,401,0.0,1901.08,1,Mastercard
55,2025-05-04,1195,2026,402,2.0,507.74,1,ApplePay
56,2025-05-04,1169,2010,402,1.0,140.11,2,Mastercard
57,2025-05-04,1044,2070,401,1.0,0.0,3,Visa
58,2025-05-04,1000,2052,404,3.0,2193.78,4,PayPal
59,2025-05-04,1074,2004,402,2.0,741.8,4,Mastercard
60,2025-05-04,1180,2036,404,0.0,217.98,<NA>,Visa
61,2025-05-04,1175,2029,403,1.0,36.48,2,Visa
62,2025-05-04,1108,2014,402,1.0,221.67,3,Visa
63,2025-05-04,1068,2018,401,0.0,2169.04,1,Mastercard
64,2025-05-04,1042,2039,403,3.0,2929.32,2,Visa
65,2025-05-04,1031,2059,403,3.0,0.0,1,Visa
66,2025-05-04,1069,2064,404,3.0,1470.2,2,Visa
67,2025-05-04,1020,2076,401,3.0,4836.42,2,<NA>
68,2025-05-04,1188,2041,403,0.0,1608.42,3,Visa
69,2025-05-04,1023,2029,401,2.0,0.0,4,Visa
70,2025-05-04,1147,2005,402,3.0,0.0,1,Visa
71,2025-05-04,1132,2083,404,2.0,614.53,2,Cash
72,2025-05-04,1046,2074,404,3.0,659.5,2,ApplePay
73,2025-05-04,1023,2060,403,3.0,1225.14,3,Visa
74,2025-05-04,1085,2041,401,1.0,1447.58,2,GooglePay
75,2025-05-04,1084,2052,404,2.0,2925.04,1,GooglePay
76,2025-05-04,1169,2051,401,3.0,117.32,2,Mastercard
77,2025-05-04,1022,2040,403,2.0,55.26,<NA>,PayPal
78,2025-05-04,1029,2098,404,0.0,3631.44,2,Mastercard
79,2025-05-04,1168,2069,404,3.0,232.39,1,Mastercard
80,2025-05-04,1013,2024,403,3.0,372.81,1,Visa
81,2025-05-04,1160,2056,401,1.0,472.25,1,Amex
82,2025-05-04,1068,2070,402,2.0,109.38,1,<NA>
83,2025-05-04,1112,2089,404,0.0,2067.6,1,Visa
84,2025-05-04,1007,2080,402,1.0,1498.07,5,ApplePay
85,2025-05-04,1079,2070,401,3.0,34.18,1,Amex
86,2025-05-04,1023,2028,401,3.0,2551.76,4,ApplePay
87,2025-05-04,1030,2082,402,3.0,799.8,3,Amex
88,2025-05-04,1183,2037,403,3.0,2160.84,1,Mastercard
89,2025-05-04,1123,2060,402,3.0,2450.28,2,Mastercard
90,2025-05-04,1141,2018,404,1.0,2440.17,3,Visa
91,2025-05-04,1153,2065,402,0.0,470.34,<NA>,Mastercard
92,2025-05-04,1070,2098,404,2.0,0.0,2,<NA>
93,2025-05-04,1129,2034,401,2.0,108.94,1,Cash
94,2025-05-04,1185,2038,404,1.0,1667.72,1,PayPal
95,2025-05-04,1114,2068,404,2.0,656.19,2,Mastercard
96,2025-05-04,1085,2070,404,3.0,0.0,2,Visa
97,2025-05-04,1082,2024,402,3.0,372.81,3,PayPal
98,2025-05-04,1059,2099,404,0.0,1292.64,2,ApplePay
99,2025-05-04,1081,2095,404,3.0,490.79,2,Visa
100,2025-05-04,1098,2084,402,3.0,0.0,1,Mastercard
101,2025-05-04,1009,2016,403,0.0,969.06,<NA>,ApplePay
102,2025-05-04,1112,2012,404,0.0,1869.57,3,ApplePay
103,2025-05-04,1184,2018,404,1.0,488.03,3,Visa
104,2025-05-04,1019,2060,403,2.0,0.0,4,PayPal
105,2025-05-04,1159,2088,404,0.0,0.0,1,Amex
106,2025-05-04,1084,2086,404,2.0,2861.12,2,Visa
107,2025-05-04,1160,2091,404,0.0,905.79,2,Cash
108,2025-05-04,1158,2008,402,2.0,159.82,1,PayPal
109,2025-05-04,1058,2095,401,3.0,2453.95,2,PayPal
110,2025-05-04,1025,2097,401,3.0,842.1,1,Mastercard
111,2025-05-04,1042,2088,403,0.0,709.35,1,Discover
112,2025-05-04,1011,2041,401,2.0,0.0,3,Visa
113,2025-05-04,1091,2047,404,1.0,0.0,4,Visa
114,2025-05-04,1062,2067,404,1.0,0.0,1,ApplePay
115,2025-05-04,1043,2022,401,3.0,2684.72,3,Visa
116,2025-05-04,1158,2087,402,3.0,477.96,2,PayPal
117,2025-05-04,1149,2018,402,3.0,1626.78,1,ApplePay
118,2025-05-04,1163,2032,404,2.0,756.48,1,Cash
119,2025-05-04,1170,2001,404,2.0,659.76,1,PayPal
120,2025-05-04,1173,2069,402,0.0,464.78,4,ApplePay
121,2025-05-04,1113,2044,403,3.0,0.0,2,ApplePay
122,2025-05-04,1176,2032,404,2.0,756.48,3,Amex
123,2025-05-04,1050,2049,404,0.0,2819.52,2,Visa
124,2025-05-04,1060,2048,403,2.0,1144.42,2,Mastercard
125,2025-05-04,1179,2037,401,3.0,1440.56,3,Cash
126,2025-05-04,1070,2001,401,3.0,0.0,3,GooglePay
127,2025-05-04,1073,2099,402,2.0,0.0,1,ApplePay
128,2025-05-04,1056,2081,402,2.0,0.0,4,PayPal
129,2025-05-04,1173,2096,402,0.0,672.18,4,Visa
130,2025-05-04,1160,2082,401,2.0,426.56,2,Visa
131,2025-05-04,1112,2004,403,1.0,1669.05,2,Amex
132,2025-05-04,1023,2037,403,3.0,2160.84,5,Cash
133,2025-05-04,1044,2025,402,2.0,223.7,1,Mastercard
134,2025-05-04,1135,2064,403,1.0,793.91,2,ApplePay
135,2025-05-04,1065,2061,403,2.0,639.74,2,ApplePay
136,2025-05-04,1029,2059,401,1.0,921.69,3,ApplePay
137,2025-05-04,1193,2028,404,2.0,1531.06,2,Visa
138,2025-05-04,1023,2050,401,2.0,298.85,1,Mastercard
139,2025-05-04,1137,2015,404,2.0,539.98,2,Mastercard
140,2025-05-04,1172,2095,403,3.0,2453.95,2,Mastercard
141,2025-05-04,1163,2047,401,1.0,301.48,3,Discover
142,2025-05-04,1120,2003,403,1.0,1039.99,2,<NA>
143,2025-05-04,1165,2008,404,2.0,53.27,3,Amex
144,2025-05-04,1166,2052,401,1.0,658.13,1,Visa
145,2025-05-04,1011,2004,403,3.0,3709.0,<NA>,Amex
146,2025-05-04,1029,2012,402,1.0,0.0,2,Mastercard
147,2025-05-04,1099,2058,403,3.0,666.75,1,ApplePay
148,2025-05-04,1150,2095,402,3.0,490.79,3,Amex
149,2025-05-04,1167,2012,404,3.0,0.0,1,Mastercard
150,2025-05-04,1071,2004,403,1.0,834.52,3,Cash
151,2025-05-04,1113,2056,402,2.0,839.55,1,<NA>
152,2025-05-04,1025,2087,403,2.0,0.0,2,Visa
153,2025-05-04,1015,2050,403,1.0,504.31,1,GooglePay
154,2025-05-04,1031,2058,401,1.0,2400.3,5,Discover
155,2025-05-04,1164,2081,401,0.0,2984.88,2,ApplePay
156,2025-05-04,1085,2031,402,1.0,508.77,5,Mastercard
157,2025-05-04,1017,2097,402,1.0,757.89,1,Mastercard
158,2025-05-04,1059,2042,402,0.0,0.0,2,GooglePay
159,2025-05-04,1070,2018,402,2.0,0.0,2,Mastercard
160,2025-05-04,1044,2014,401,1.0,886.68,3,Visa
161,2025-05-04,1003,2045,402,2.0,499.42,1,Visa
162,2025-05-04,1004,2022,403,0.0,671.18,1,Mastercard
163,2025-05-04,1032,2094,404,0.0,493.35,3,Mastercard
164,2025-05-04,1190,2008,404,3.0,266.36,4,Amex
165,2025-05-04,1199,2046,401,3.0,167.15,<NA>,Discover
166,2025-05-04,1128,2028,401,2.0,2041.41,2,PayPal
167,2025-05-04,1117,2082,401,0.0,799.8,5,Mastercard
168,2025-05-04,1122,2051,404,0.0,234.64,1,ApplePay
169,2025-05-04,1125,2091,404,0.0,1811.58,3,Discover
170,2025-05-04,1020,2041,402,0.0,0.0,1,PayPal
171,2025-05-04,1032,2035,403,3.0,4499.95,2,Cash
172,2025-05-04,1152,2067,403,3.0,872.85,1,Visa
173,2025-05-04,1129,2077,404,0.0,2809.15,5,Amex
174,2025-05-04,1179,2014,402,3.0,738.9,1,Discover
175,2025-05-04,1115,2029,404,2.0,0.0,1,Visa
176,2025-05-04,1116,2051,404,0.0,351.96,4,ApplePay
177,2025-05-04,1080,2054,403,2.0,3602.04,3,Amex
178,2025-05-04,1095,2019,404,0.0,933.93,2,Discover
179,2025-05-04,1023,2010,401,3.0,0.0,1,ApplePay
180,2025-05-04,1024,2095,403,1.0,3533.69,2,<NA>
181,2025-05-04,1142,2007,403,0.0,583.39,2,Visa
182,2025-05-04,1105,2045,404,0.0,624.28,1,Visa
183,2025-05-04,1073,2076,403,2.0,1934.57,2,Amex
184,2025-05-04,1026,2073,402,1.0,1797.95,3,PayPal
185,2025-05-04,1168,2061,402,0.0,599.76,<NA>,GooglePay
186,2025-05-04,1089,2071,403,0.0,0.0,1,Mastercard
187,2025-05-04,1195,2035,402,3.0,0.0,2,Visa
188,2025-05-04,1143,2098,401,2.0,2178.86,3,Visa
189,2025-05-04,1007,2023,403,2.0,751.63,1,Mastercard
190,2025-05-04,1086,2044,401,1.0,373.64,4,<NA>
191,2025-05-04,1036,2072,404,0.0,1260.9,1,Mastercard
192,2025-05-04,1036,2094,401,0.0,2466.75,3,Visa
193,2025-05-04,1191,2067,402,3.0,872.85,2,Amex
194,2025-05-04,1107,2058,403,1.0,1800.22,2,Visa
195,2025-05-04,1094,2039,403,0.0,1952.88,3,Visa
196,2025-05-04,1013,2019,402,0.0,0.0,1,Visa
197,2025-05-04,1172,2010,403,3.0,0.0,1,PayPal
198,2025-05-04,1169,2054,404,3.0,900.51,1,PayPal
199,2025-05-04,1106,2034,402,0.0,136.17,2,Amex
200,2025-05-04,1088,2055,401,2.0,129.46,3,Mastercard
201,2025-05-04,1173,2086,404,2.0,715.28,5,Discover
202,2025-05-04,1011,2028,404,0.0,0.0,<NA>,Amex
203,2025-05-04,1001,2026,403,1.0,190.4,1,<NA>
204,2025-05-04,1196,2017,403,2.0,370.96,3,PayPal
205,2025-05-04,1083,2015,401,3.0,0.0,2,ApplePay
206,2025-05-04,1191,2055,402,1.0,48.55,3,Visa
207,2025-05-04,1097,2068,402,2.0,1312.38,1,PayPal
208,2025-05-04,1018,2050,401,3.0,0.0,3,Cash
209,2025-05-04,1004,2058,401,2.0,1066.8,2,Mastercard
210,2025-05-04,1147,2054,404,3.0,2701.53,3,PayPal
211,2025-05-04,1074,2014,404,0.0,738.9,3,ApplePay
212,2025-05-04,1083,2021,404,2.0,668.33,1,ApplePay
213,2025-05-04,1022,2055,401,1.0,97.09,1,Visa
214,2025-05-04,1111,2075,404,0.0,1561.28,2,ApplePay
215,2025-05-04,1101,2039,403,1.0,2636.39,2,Visa
216,2025-05-04,1085,2099,402,0.0,646.32,2,Amex
217,2025-05-04,1130,2081,401,1.0,1343.2,2,Mastercard
218,2025-05-04,1198,2044,403,1.0,186.82,2,Visa
219,2025-05-04,1060,2013,402,2.0,0.0,2,Visa
220,2025-05-04,1050,2022,402,0.0,671.18,1,Cash
221,2025-05-04,1045,2098,404,3.0,907.86,1,Amex
222,2025-05-04,1193,2072,404,2.0,1681.2,2,ApplePay
223,2025-05-04,1160,2040,402,3.0,138.16,<NA>,Visa
224,2025-05-04,1017,2060,404,2.0,0.0,2,ApplePay
225,2025-05-04,1070,2075,401,2.0,624.51,1,Discover
226,2025-05-04,1129,2009,403,3.0,198.93,4,ApplePay
227,2025-05-04,1115,2004,401,2.0,2225.4,2,Mastercard
228,2025-05-04,1073,2009,401,3.0,66.31,2,Discover
229,2025-05-04,1118,2074,401,3.0,659.5,1,PayPal
230,2025-05-04,1146,2083,402,2.0,614.53,2,Mastercard
231,2025-05-04,1154,2060,402,0.0,408.38,4,ApplePay
232,2025-05-04,1115,2013,403,0.0,2806.08,1,Visa
233,2025-05-04,1129,2082,402,0.0,1066.4,3,Visa
234,2025-05-04,1063,2090,404,3.0,71.64,4,PayPal
235,2025-05-04,1134,2066,402,2.0,1238.54,3,<NA>
236,2025-05-04,1095,2036,404,3.0,653.94,3,Mastercard
237,2025-05-04,1198,2043,401,2.0,1397.52,1,Discover
238,2025-05-04,1016,2042,401,3.0,0.0,3,Discover
239,2025-05-04,1072,2032,402,2.0,1512.96,<NA>,Cash
240,2025-05-04,1020,2074,402,2.0,527.6,2,GooglePay
241,2025-05-04,1079,2083,404,1.0,691.34,3,Mastercard
242,2025-05-04,1152,2090,401,2.0,57.31,2,Mastercard
243,2025-05-04,1143,2048,403,1.0,0.0,2,GooglePay
244,2025-05-04,1171,2089,401,3.0,1654.08,1,Mastercard
245,2025-05-04,1130,2046,401,2.0,106.98,1,GooglePay
246,2025-05-04,1079,2023,402,2.0,3006.53,2,Cash
247,2025-05-04,1196,2062,402,1.0,1114.85,3,ApplePay
248,2025-05-04,1035,2019,401,2.0,0.0,2,Cash
249,2025-05-04,1025,2064,401,2.0,705.7,1,Mastercard
250,2025-05-04,1196,2079,402,3.0,2851.62,3,Cash
251,2025-05-04,1039,2020,402,1.0,338.25,5,Amex
252,2025-05-04,1184,2056,401,3.0,1574.16,2,Visa
253,2025-05-04,1093,2086,402,3.0,3576.4,2,ApplePay
254,2025-05-04,1156,2036,404,1.0,392.36,3,GooglePay
255,2025-05-04,1136,2030,403,3.0,509.91,2,Amex
256,2025-05-04,1049,2047,404,3.0,1674.9,<NA>,Mastercard
257,2025-05-04,1196,2036,404,3.0,0.0,2,PayPal
258,2025-05-04,1041,2025,402,2.0,671.09,2,PayPal
259,2025-05-04,1013,2082,404,2.0,1066.4,3,Visa
260,2025-05-04,1141,2013,401,2.0,748.29,1,ApplePay
261,2025-05-04,1021,2097,402,2.0,673.68,1,Visa
262,2025-05-04,1115,2065,402,3.0,1881.36,1,ApplePay
263,2025-05-04,1023,2028,404,2.0,510.35,4,ApplePay
264,2025-05-04,1006,2053,401,3.0,610.15,4,ApplePay
265,2025-05-04,1128,2047,402,3.0,1004.94,1,Mastercard
266,2025-05-04,1020,2047,402,0.0,669.96,2,Mastercard
267,2025-05-04,1081,2012,403,1.0,1682.61,2,Cash
268,2025-05-04,1035,2004,403,3.0,927.25,2,Discover
269,2025-05-04,1178,2017,404,3.0,1854.8,1,<NA>
270,2025-05-04,1157,2000,401,0.0,1938.62,2,Amex
271,2025-05-04,1065,2027,402,3.0,775.83,2,Cash
272,2025-05-04,1028,2099,403,1.0,3490.13,3,PayPal
273,2025-05-04,1077,2015,401,1.0,1822.42,<NA>,Visa
274,2025-05-04,1107,2081,404,0.0,2238.66,3,Amex
275,2025-05-04,1028,2063,401,1.0,994.43,2,Visa
276,2025-05-04,1183,2018,403,3.0,2711.3,<NA>,Visa
277,2025-05-04,1000,2078,403,1.0,0.0,3,Discover
278,2025-05-04,1146,2053,402,0.0,1220.3,1,PayPal
279,2025-05-04,1134,2046,401,0.0,33.43,1,<NA>
280,2025-05-04,1099,2060,401,3.0,1633.52,1,Visa
281,2025-05-04,1095,2032,401,2.0,1512.96,2,Visa
282,2025-05-04,1017,2044,402,0.0,207.58,5,Amex
283,2025-05-04,1197,2074,403,1.0,593.55,1,Visa
284,2025-05-04,1011,2045,403,1.0,842.78,5,Visa
285,2025-05-04,1199,2087,404,3.0,159.32,3,Mastercard
286,2025-05-04,1161,2023,402,0.0,939.54,2,Mastercard
287,2025-05-04,1183,2099,404,0.0,1292.64,3,Amex
288,2025-05-04,1075,2025,401,1.0,0.0,2,Visa
289,2025-05-04,1010,2040,403,3.0,138.16,3,Amex
290,2025-05-04,1139,2060,403,0.0,1225.14,4,Visa
291,2025-05-04,1192,2082,402,2.0,213.28,2,Discover
292,2025-05-04,1091,2099,401,2.0,1034.11,1,Visa
293,2025-05-04,1069,2015,403,3.0,2699.88,1,Discover
294,2025-05-04,1102,2095,404,3.0,1472.37,2,Mastercard
295,2025-05-04,1086,2023,404,3.0,3758.16,1,Cash
296,2025-05-04,1094,2066,403,0.0,1032.12,3,Mastercard
297,2025-05-04,1186,2054,401,3.0,0.0,4,Visa
298,2025-05-04,1154,2023,403,2.0,751.63,2,Cash
299,2025-05-04,1026,2010,403,2.0,62.27,3,Visa
300,2025-05-04,1078,2057,404,1.0,393.28,1,Mastercard
301,2025-05-04,1176,2056,403,3.0,524.72,3,PayPal
302,2025-05-04,1010,2093,403,3.0,0.0,1,Cash
303,2025-05-04,1070,2081,401,0.0,1492.44,1,Mastercard
304,2025-05-04,1171,2081,404,2.0,596.98,1,Visa
305,2025-05-04,1131,2095,402,0.0,1472.37,2,Cash
306,2025-05-04,1036,2077,404,0.0,1123.66,2,Mastercard
307,2025-05-04,1032,2008,402,2.0,106.54,2,Mastercard
308,2025-05-04,1092,2049,401,1.0,0.0,1,Mastercard
309,2025-05-04,1173,2057,403,2.0,349.58,2,Mastercard
310,2025-05-04,1113,2097,401,1.0,757.89,3,ApplePay
311,2025-05-04,1135,2046,404,2.0,80.23,2,Visa
312,2025-05-04,1166,2035,402,0.0,899.99,2,Visa
313,2025-05-04,1006,2094,402,3.0,1480.05,4,Mastercard
314,2025-05-04,1132,2049,401,2.0,1503.74,3,PayPal
315,2025-05-04,1198,2033,404,1.0,2257.88,2,Visa
316,2025-05-04,1156,2036,404,1.0,784.73,4,Visa
317,2025-05-04,1031,2017,401,3.0,0.0,2,Visa
318,2025-05-04,1044,2091,404,0.0,1811.58,<NA>,GooglePay
319,2025-05-04,1174,2040,403,0.0,34.54,1,Amex
320,2025-05-04,1140,2069,403,2.0,557.74,3,Cash
321,2025-05-04,1040,2091,402,2.0,724.63,1,Mastercard
322,2025-05-04,1130,2028,401,1.0,574.15,5,Visa
323,2025-05-04,1035,2030,404,0.0,339.94,2,Amex
324,2025-05-04,1092,2070,403,3.0,102.54,3,Mastercard
325,2025-05-04,1141,2016,401,0.0,0.0,4,Visa
326,2025-05-04,1079,2050,404,3.0,186.78,4,Visa
327,2025-05-04,1196,2052,401,1.0,2632.54,2,GooglePay
328,2025-05-04,1081,2082,401,3.0,1066.4,5,Mastercard
329,2025-05-04,1119,2087,403,1.0,0.0,3,Discover
330,2025-05-04,1199,2070,402,1.0,30.76,2,Mastercard
331,2025-05-04,1110,2064,401,0.0,0.0,2,PayPal
332,2025-05-04,1132,2019,403,1.0,1681.07,2,Visa
333,2025-05-04,1041,2041,402,2.0,643.37,1,GooglePay
334,2025-05-04,1132,2036,401,2.0,348.77,1,<NA>
335,2025-05-04,1050,2081,403,1.0,2686.39,2,ApplePay
336,2025-05-04,1160,2038,401,1.0,0.0,2,Visa
337,2025-05-04,1151,2074,402,1.0,1187.1,1,PayPal
338,2025-05-04,1168,2079,403,0.0,1901.08,5,Cash
339,2025-05-04,1007,2010,401,2.0,62.27,5,Visa
340,2025-05-04,1166,2026,404,0.0,0.0,1,Cash
341,2025-05-04,1127,2080,403,2.0,1997.42,2,ApplePay
342,2025-05-04,1123,2031,404,2.0,1356.72,1,Visa
343,2025-05-04,1116,2009,401,1.0,119.36,3,PayPal
344,2025-05-04,1112,2053,404,3.0,0.0,3,PayPal
345,2025-05-04,1052,2043,402,2.0,698.76,1,Mastercard
346,2025-05-04,1183,2040,403,3.0,103.62,3,Amex
347,2025-05-04,1033,2097,403,0.0,4210.5,2,ApplePay
348,2025-05-04,1081,2030,404,0.0,339.94,4,Mastercard
349,2025-05-04,1068,2057,402,1.0,1179.85,3,Amex
350,2025-05-04,1024,2006,403,3.0,594.0,3,PayPal
351,2025-05-04,1157,2053,402,1.0,1098.27,2,ApplePay
352,2025-05-04,1083,2073,403,1.0,2247.44,3,Cash
353,2025-05-04,1195,2020,404,3.0,1879.15,1,Cash
354,2025-05-04,1127,2039,404,0.0,1952.88,1,PayPal
355,2025-05-04,1023,2050,404,1.0,0.0,2,Visa
356,2025-05-04,1055,2074,403,0.0,1978.5,3,Cash
357,2025-05-04,1012,2036,404,3.0,653.94,1,Mastercard
358,2025-05-04,1073,2068,401,0.0,2460.72,3,Mastercard
359,2025-05-04,1110,2017,403,2.0,370.96,3,ApplePay
360,2025-05-04,1195,2051,403,0.0,117.32,2,Discover
361,2025-05-04,1102,2006,402,2.0,792.0,1,Discover
362,2025-05-04,1141,2036,401,3.0,871.92,1,Cash
363,2025-05-04,1129,2057,403,0.0,1747.92,4,Mastercard
364,2025-05-04,1032,2012,404,2.0,997.1,1,GooglePay
365,2025-05-04,1086,2071,403,1.0,553.64,2,Cash
366,2025-05-04,1050,2077,404,0.0,561.83,1,Discover
367,2025-05-04,1011,2004,402,2.0,0.0,1,ApplePay
368,2025-05-04,1121,2066,404,1.0,0.0,1,Discover
369,2025-05-04,1155,2065,402,2.0,1128.82,4,Visa
370,2025-05-04,1156,2040,402,3.0,138.16,2,Mastercard
371,2025-05-04,1157,2094,403,2.0,1578.72,1,Amex
372,2025-05-04,1129,2065,404,2.0,752.54,2,PayPal
373,2025-05-04,1121,2002,403,2.0,2771.2,2,Discover
374,2025-05-04,1172,2014,404,2.0,197.04,1,Visa
375,2025-05-04,1185,2088,401,3.0,2128.05,2,Visa
376,2025-05-04,1067,2083,402,0.0,0.0,2,Cash
377,2025-05-04,1149,2061,402,3.0,1199.52,1,PayPal
378,2025-05-04,1037,2087,402,0.0,318.64,1,ApplePay
379,2025-05-04,1146,2089,401,1.0,744.34,4,Amex
380,2025-05-04,1004,2056,403,3.0,2098.88,1,Mastercard
381,2025-05-04,1038,2052,402,3.0,2193.78,1,Visa
382,2025-05-04,1128,2099,404,0.0,3877.92,<NA>,Mastercard
383,2025-05-04,1180,2017,402,2.0,741.92,1,ApplePay
384,2025-05-04,1169,2061,404,2.0,319.87,3,Mastercard
385,2025-05-04,1044,2058,403,2.0,1066.8,2,ApplePay
386,2025-05-04,1173,2098,403,3.0,3631.44,2,Visa
387,2025-05-04,1049,2031,403,2.0,1356.72,2,Amex
388,2025-05-04,1057,2038,403,1.0,2501.58,2,Mastercard
389,2025-05-04,1176,2090,404,2.0,343.87,2,PayPal
390,2025-05-04,1122,2044,403,2.0,166.06,1,Visa
391,2025-05-04,1031,2073,404,3.0,1498.29,4,Amex
392,2025-05-04,1088,2098,402,2.0,726.29,2,Visa
393,2025-05-04,1010,2036,401,2.0,348.77,2,GooglePay
394,2025-05-04,1113,2083,403,3.0,3072.64,1,<NA>
395,2025-05-04,1054,2025,403,2.0,671.09,<NA>,<NA>
396,2025-05-04,1035,2013,402,1.0,1683.65,4,Mastercard
397,2025-05-04,1012,2085,402,1.0,217.94,<NA>,Mastercard
398,2025-05-04,1013,2012,404,2.0,1994.21,3,Mastercard
399,2025-05-04,1183,2060,401,1.0,367.54,3,Visa
400,2025-05-04,1001,2070,402,3.0,102.54,2,PayPal
401,2025-05-04,1167,2060,404,1.0,735.08,2,Discover
402,2025-05-04,1193,2036,403,2.0,348.77,1,Mastercard
403,2025-05-04,1165,2007,401,1.0,0.0,1,Visa
404,2025-05-04,1136,2094,401,1.0,1776.06,2,Visa
405,2025-05-04,1106,2022,401,3.0,671.18,2,ApplePay
406,2025-05-04,1126,2023,403,0.0,0.0,3,Visa
407,2025-05-04,1002,2038,401,2.0,1482.42,1,ApplePay
408,2025-05-04,1072,2058,404,1.0,1200.15,2,Cash
409,2025-05-04,1129,2059,403,1.0,1382.54,2,Mastercard
410,2025-05-04,1028,2042,402,3.0,502.83,1,GooglePay
411,2025-05-04,1165,2032,402,0.0,0.0,2,Visa
412,2025-05-04,1188,2043,403,1.0,1572.21,2,Visa
413,2025-05-04,1044,2078,404,3.0,426.03,2,Visa
414,2025-05-04,1131,2041,401,3.0,3216.84,2,ApplePay
415,2025-05-04,1171,2012,402,1.0,1121.74,3,Visa
416,2025-05-04,1122,2041,402,0.0,1608.42,1,Visa
417,2025-05-04,1066,2049,402,3.0,0.0,3,Discover
418,2025-05-04,1192,2034,403,2.0,326.81,4,Discover
419,2025-05-04,1149,2092,401,2.0,1157.3,1,Amex
420,2025-05-04,1167,2046,402,0.0,133.72,1,Amex
421,2025-05-04,1170,2015,404,2.0,0.0,1,Amex
422,2025-05-04,1040,2051,403,0.0,469.28,2,Mastercard
423,2025-05-04,1163,2037,403,1.0,0.0,1,Mastercard
424,2025-05-04,1056,2017,404,1.0,834.66,1,Visa
425,2025-05-04,1116,2095,403,3.0,490.79,3,ApplePay
426,2025-05-04,1179,2070,404,1.0,61.52,2,ApplePay
427,2025-05-04,1195,2031,401,3.0,1695.9,3,GooglePay
428,2025-05-04,1135,2090,403,0.0,0.0,2,PayPal
